Customer,frequency,recency,T,monetary_value,probability_alive,pred_num_txn
Grace Lutheran School,0.0,0.0,335.0,0.0,1.0,0.0
Grace Warner Elementary School,2.0,241.0,913.0,1019.25,0.26646074008156256,0.0
Grand View Elementary School,3.0,427.0,1952.0,330.0,0.052779165768471865,0.0
Granger High School,0.0,0.0,1525.0,0.0,1.0,0.0
Granger Middle School,2.0,375.0,1847.0,975.5,0.1430720800217856,0.0
Granger School District 204,6.0,1527.0,1907.0,3354.875,0.6974164706828914,0.0
Granite Falls School District 332,21.0,1862.0,2166.0,5515.986666666667,0.4972641605771346,0.0
Grants Pass School District 7,25.0,2141.0,2185.0,823.1232000000001,0.9395991873644989,0.0
Greater Trinity Academy,0.0,0.0,94.0,0.0,1.0,0.0
Green Acres Elementary,3.0,165.0,2149.0,1298.6000000000001,0.003508914596990377,0.0
Greenbrae Elementary School,1.0,24.0,598.0,634.0,0.25352472326211783,0.0
Greenwood Elementary School,0.0,0.0,2170.0,0.0,1.0,0.0
Groner Elementary School,0.0,0.0,2159.0,0.0,1.0,0.0
Grove Elementary School,0.0,0.0,2143.0,0.0,1.0,0.0
Gus Franklin Jr. Campus,0.0,0.0,1569.0,0.0,1.0,0.0
Harbour Pointe Middle School,6.0,1051.0,1968.0,2172.3333333333335,0.16677649507491735,0.0
Harold L. Woods Elementary School,0.0,0.0,1795.0,0.0,1.0,0.0
Harrington Elementary School,0.0,0.0,1848.0,0.0,1.0,0.0
Hawthorne Elementary School,1.0,24.0,2040.0,2072.0,0.06203150723251167,0.0
Health Science High and Middle College,1.0,35.0,1262.0,9825.0,0.12745690653997455,0.0
Helen Keller Elem School,4.0,842.0,1900.0,932.0,0.19861169990436017,0.0
Helena School District 1,6.0,226.0,1662.0,1379.1783333333333,0.0001413171949087498,0.0
Helm Elementary School,1.0,296.0,2144.0,398.0,0.2669020523003256,0.0
Henkle Middle School,0.0,0.0,1632.0,0.0,1.0,0.0
Henry David Thoreau Elementary School,5.0,1813.0,1906.0,1269.2,0.8622943610804029,0.0
Henry Foss High School,0.0,0.0,1858.0,0.0,1.0,0.0
Henry Miller Elementary School,9.0,1311.0,1781.0,1774.3333333333333,0.4298094156910601,0.0
Hephatha Lutheran School Church and School,6.0,1458.0,1577.0,5189.333333333333,0.8479735366134681,0.0
Heritage Christian Academy,13.0,2038.0,2054.0,4248.331538461538,0.9317667002215148,0.0
Heritage High School,1.0,1328.0,2157.0,974.0,0.7039879939115219,0.0
Heritage Oak Private Education,25.0,2116.0,2166.0,1550.6668,0.9352975678334574,0.0
Heritage School,0.0,0.0,1375.0,0.0,1.0,0.0
Hermiston School District 8R,4.0,281.0,2159.0,62.084999999999994,0.002367551692868326,0.0
Herz Middle School,2.0,71.0,218.0,37855.0,0.5274093590675771,0.0
Hidden River Middle School,2.0,465.0,2033.0,1144.5,0.17071108207955135,0.0
Hidden Valley Elementary School,5.0,1192.0,1409.0,324.0,0.7759277747976961,0.0
High Desert Education Service District,0.0,0.0,79.0,0.0,1.0,0.0
Highgrove Elementary School,4.0,675.0,2123.0,782.25,0.06027215122554572,0.0
Highland Elementary School,7.0,664.0,1982.0,3096.6428571428573,0.005243083457210923,0.0
Highland High School,7.0,1027.0,1330.0,4752.072857142856,0.6225308240181563,0.0
Hillsboro School District 1J,1.0,76.0,2115.0,497.02,0.09815559702755278,0.0
Hockinson School District 98,3.0,504.0,987.0,4058.9733333333334,0.44983731919104997,0.0
Holy Family Kirkland,3.0,497.0,591.0,6590.333333333333,0.7924317445103953,0.0
Holy Family School,0.0,0.0,1107.0,0.0,1.0,0.0
Holy Names Academy,0.0,0.0,177.0,0.0,1.0,0.0
Holy Rosary Bilingual Academy - Tacoma,4.0,847.0,1990.0,2259.5,0.17250680940245422,0.0
Holy Rosary School - Edmonds,16.0,2044.0,2136.0,4954.59375,0.8984619437766634,0.0
Horace Mann Elementary School,3.0,780.0,1599.0,3091.066666666667,0.39268183125395417,0.0
Horizon Elementary School,2.0,278.0,1806.0,1540.0,0.0901656839841632,0.0
Houghton-Kearney K-8 School,4.0,736.0,2080.0,3416.625,0.08965942704395385,0.0
Huffaker Elementary School,2.0,166.0,2150.0,1123.5,0.026314461607575428,0.0
Hug High School,3.0,388.0,2019.0,7729.09,0.03662575607774529,0.0
Hulan Whitson Elem School,0.0,0.0,1431.0,0.0,1.0,0.0
Hunter Lake Elementary School,3.0,489.0,1598.0,4322.0,0.13708826542565095,0.0
Huntington Beach Adult School,0.0,0.0,1071.0,0.0,1.0,0.0
Huntington Christian School,10.0,1730.0,1899.0,4695.0,0.831511839883851,0.0
Huron Elementary School,6.0,1065.0,2178.0,586.8333333333334,0.10371190465795373,0.0
Imlay Elementary School,0.0,0.0,2054.0,0.0,1.0,0.0
Immaculate Conception,0.0,0.0,1932.0,0.0,1.0,0.0
Immaculate Conception Regional School,3.0,814.0,906.0,3738.9133333333334,0.8202568150686336,0.0
Immaculate Conception School - Yuma,0.0,0.0,878.0,0.0,1.0,0.0
Incline Elementary School,15.0,1266.0,1472.0,2199.866666666667,0.6542949050527141,0.0
Incline High School,9.0,2071.0,2095.0,1766.0,0.9127503262352207,0.0
Incline Middle School,1.0,1064.0,1983.0,3084.0,0.6647998110933504,0.0
Indian Hills Elementary School,0.0,0.0,2124.0,0.0,1.0,0.0
Inglewood Middle School,4.0,1770.0,1897.0,1041.0,0.8438228365860968,0.0
Inglewood Unified School District,2.0,157.0,661.0,2548.0,0.26445259367750434,0.0
Ingraham High School,1.0,41.0,1969.0,650.0,0.0784203476711929,0.0
Innovation Lab High School,0.0,0.0,28.0,0.0,1.0,0.0
Inspire Academy,0.0,0.0,1472.0,0.0,1.0,0.0
Integrated Technologies Group,1.0,645.0,2117.0,1062.5,0.4852036817872946,0.0
InterMountain ESD,12.0,1153.0,2141.0,1421.8033333333333,0.009660664137700545,0.0
InterMountain Education Service District,0.0,0.0,386.0,0.0,1.0,0.0
International Cmty School,1.0,15.0,701.0,1850.0,0.19745960556429504,0.0
Intra Communication Systems Inc,2.0,315.0,2005.0,2690.0,0.08941244140474248,0.0
Irvine Unified School District,0.0,0.0,1358.0,0.0,1.0,0.0
Islander Middle School,0.0,0.0,1947.0,0.0,1.0,0.0
Issaquah School District 411,3.0,776.0,2122.0,120.33333333333333,0.20065384085416518,0.0
IvyTech Charter School,2.0,374.0,2173.0,1476.75,0.10192369765921054,0.0
J.S. Clark Leadership Academy,0.0,0.0,2017.0,0.0,1.0,0.0
Jackson County School District #9,0.0,0.0,1940.0,0.0,1.0,0.0
Jackson Elementary School,0.0,0.0,2080.0,0.0,1.0,0.0
Jarman Elementary School,1.0,220.0,2145.0,172.5,0.20928059748771796,0.0
Jefferson Elementary School,22.0,1608.0,2185.0,4431.272727272727,0.031174306008653244,0.0
Jefferson Middle School,0.0,0.0,2180.0,0.0,1.0,0.0
Jerry Whitehead Elem School,12.0,1360.0,2089.0,3203.7083333333335,0.08185390597141252,0.0
Jesse Hall Elementary School,12.0,1393.0,2145.0,1098.8916666666667,0.07921175277251435,0.0
Jessie Beck Elementary School,3.0,1295.0,2165.0,520.0,0.5427614719862883,0.0
Jewett Elementary School,0.0,0.0,1450.0,0.0,1.0,0.0
John C. Fremont Elementary School,0.0,0.0,1249.0,0.0,1.0,0.0
John F. Kennedy Catholic High School - Burien,7.0,492.0,1662.0,9970.0,0.002659053577229209,0.0
John F. Kennedy High School,12.0,1401.0,2017.0,5595.305833333333,0.16088551232302972,0.0
John H. Nuffer Elementary School,1.0,57.0,976.0,2249.0,0.20701807853678966,0.0
John James Audubon Elementary,3.0,1451.0,1907.0,863.3333333333334,0.72283589475755,0.0
John Muir Elementary School,4.0,1470.0,1515.0,840.75,0.8646278292913104,0.0
John W. North High School,2.0,145.0,1905.0,1216.25,0.028254258619727125,0.0
Joint Base Elmendorf (Anchorage),1.0,608.0,2178.0,236.0,0.45673705948454285,0.0
Journey Education,2.0,63.0,191.0,250.0,0.5521756542493665,0.0
Juanita High School,15.0,1980.0,2081.0,15607.0,0.8897343805566689,0.0
Junction City School District 69,0.0,0.0,2086.0,0.0,1.0,0.0
Juniper Elementary School,4.0,187.0,1708.0,1515.795,0.0017405926848580847,0.0
KCDA,0.0,0.0,1246.0,0.0,1.0,0.0
Kamala School,3.0,1378.0,2039.0,3548.6666666666665,0.6388725218838677,0.0
Kamiak High School,4.0,1241.0,1731.0,1460.0,0.6424510966796004,0.0
Kamiakin Middle School,1.0,1499.0,1849.0,429.0,0.7763484661736972,0.0
Kate Smith Elementary School,3.0,907.0,1736.0,481.0,0.44156062517922007,0.0
Katherine Dunn Elem School,8.0,1079.0,2148.0,3967.09375,0.04247321635456034,0.0
Kellogg Marsh Elem School,0.0,0.0,1492.0,0.0,1.0,0.0
Kellogg Middle School,1.0,335.0,807.0,88.2,0.6106717674875943,0.0
Kendall Elementary School,0.0,0.0,1094.0,0.0,1.0,0.0
Kennedy Elementary School,1.0,230.0,588.0,297.0,0.6091750048470347,0.0
Kent Parks & Recreation,0.0,0.0,10.0,0.0,1.0,0.0
Kent Prairie Elementary School,1.0,8.0,913.0,3145.0,0.1362128001939679,0.0
Kent School District 415,3.0,1541.0,1647.0,46596.0,0.8369028711090247,0.0
Kern Behavioral and Recovery Services,0.0,0.0,1332.0,0.0,1.0,0.0
Ketchikan Gateway Borough SD,0.0,0.0,990.0,0.0,1.0,0.0
Kidder Mathews,1.0,133.0,451.0,229.0,0.5612616218556895,0.0
Kids Unlimited,1.0,371.0,1977.0,1899.0,0.3451502221062319,0.0
Kingswood Elementary School,3.0,175.0,2061.0,4713.5,0.004598121816732742,0.0
Kirkland Junior High School,4.0,1234.0,1361.0,1103.75,0.8282390293818643,0.0
Kitsap Community Resources,0.0,0.0,91.0,0.0,1.0,0.0
Kitsap County,1.0,76.0,1731.0,13298.0,0.12554022188475925,0.0
Klamath Falls City Schools,1.0,18.0,2051.0,99.16,0.05718540079296418,0.0
Knappa School District 4,0.0,0.0,1471.0,0.0,1.0,0.0
Knight High School,3.0,105.0,941.0,33098.473333333335,0.019769619209614377,0.0
Kodiak Area Native Association,3.0,1010.0,2016.0,10404.066666666668,0.4042994744207916,0.0
Kootenai County Fire & Rescue,0.0,0.0,203.0,0.0,1.0,0.0
La Conner School District 311,0.0,0.0,1330.0,0.0,1.0,0.0
La Veta Elementary School,4.0,895.0,2074.0,276.0,0.1792129081040657,0.0
La Vista Center,0.0,0.0,1113.0,0.0,1.0,0.0
Lake Grove Elementary School,0.0,0.0,128.0,0.0,1.0,0.0
Lake Stevens Middle School,0.0,0.0,1878.0,0.0,1.0,0.0
Lake Stevens School District 4,1.0,49.0,112.0,22906.769999999997,0.7287172190289225,0.0
Lake Stevens Senior High School,0.0,0.0,94.0,0.0,1.0,0.0
Lake Stickney,3.0,83.0,1647.0,11539.666666666666,0.0021975857325918025,0.0
Lake Tapps Elementary School,3.0,416.0,899.0,9615.666666666666,0.38674495053643204,0.0
Lake Washington High School,6.0,1561.0,1907.0,2265.6666666666665,0.7249723251317024,0.0
Lake Washington School District 414,111.0,2093.0,2145.0,61335.121981981974,0.8793739233580921,1.0
Lakeland Elementary School,0.0,0.0,1555.0,0.0,1.0,0.0
Lakeside Middle School,1.0,43.0,1368.0,2475.0,0.12539095104973683,0.0
Lakeside School,6.0,301.0,1582.0,3242.1666666666665,0.0007570125191888334,0.0
Lakeview Elementary School,3.0,837.0,1267.0,946.6666666666666,0.631300130827938,0.0
Lakeview Terrace Elem School,4.0,1464.0,1515.0,5515.0,0.8626082194346735,0.0
Lakewood Elementary School,2.0,437.0,1900.0,1335.75,0.17520811993703156,0.0
Lakewood High School,9.0,1338.0,1963.0,1224.5888888888887,0.2729740688890388,0.0
Lakewood Middle School,4.0,1195.0,1849.0,3867.145,0.5374658905755626,0.0
Lakewood School District 306,92.0,2056.0,2185.0,11375.63760869565,0.27528788865472353,0.0
Lancaster High School,4.0,1072.0,1205.0,2180.0,0.817351295162723,0.0
Larson Heights Elem School,0.0,0.0,458.0,0.0,1.0,0.0
Laton Elementary School,8.0,828.0,1955.0,2723.4875,0.012161989552714633,0.0
Laton High School,6.0,720.0,2156.0,4351.5,0.01232295936704572,0.0
Laton Unified School District,7.0,882.0,2156.0,12421.285714285714,0.018842054840292655,0.0
Laura Ingalls Wilder Elem Sch,5.0,1591.0,1920.0,842.6200000000001,0.754055932067252,0.0
Laurelhurst Elementary School,2.0,588.0,1960.0,971.5,0.26809773347497307,0.0
Lebanon Cmty School District 9,0.0,0.0,1570.0,0.0,1.0,0.0
Lemmon Valley Elementary School,8.0,1265.0,2141.0,684.9,0.13696780896522964,0.0
Lemonwood Elementary School,6.0,1165.0,1920.0,29501.833333333332,0.30112848591973357,0.0
Lewis & Clark Elem School,0.0,0.0,1646.0,0.0,1.0,0.0
Libby C Booth Elem School,7.0,1783.0,1793.0,6802.428571428572,0.904608431644417,0.0
Liberty Elementary School,1.0,14.0,1360.0,3000.0,0.09164263112767533,0.0
Liddell Elementary School,4.0,343.0,2124.0,886.6,0.005043512229113296,0.0
Life Academy,2.0,73.0,1165.0,2060.0,0.03545027815757603,0.0
Lincoln County School District,3.0,261.0,2159.0,1792.2600000000002,0.010366828429842344,0.0
Lincoln Elementary,1.0,47.0,1562.0,745.0,0.11106392476935185,0.0
Lincoln Elementary School,4.0,1433.0,1897.0,2832.25,0.689445316196504,0.0
Lincoln Park Elementary School,2.0,959.0,1570.0,9591.4,0.6414060293388395,0.0
Linker Financial Group Inc,0.0,0.0,196.0,0.0,1.0,0.0
Linn Benton Lincoln Education,0.0,0.0,1668.0,0.0,1.0,0.0
Liquid PC,0.0,0.0,498.0,0.0,1.0,0.0
Little Cedars Elementary Sch,0.0,0.0,2038.0,0.0,1.0,0.0
Little Shasta Elementary School District,0.0,0.0,1205.0,0.0,1.0,0.0
Little Valley Elementary School,0.0,0.0,842.0,0.0,1.0,0.0
Littlerock High School,7.0,640.0,1200.0,13219.048571428571,0.12393805952637217,0.0
Live Oak School District,3.0,365.0,1998.0,1703.6666666666667,0.032121986912440045,0.0
Lois Allen Elementary School,3.0,1659.0,1925.0,7810.0,0.7964567603136072,0.0
Longfellow Elementary School,1.0,39.0,1687.0,500.0,0.09335904190979447,0.0
Longview School District 122,3.0,752.0,1949.0,163.33333333333334,0.2317620291521972,0.0
Lopez Island School District 144,1.0,825.0,2177.0,359.0,0.5545977415631413,0.0
Lorena Falasco Elementary School,0.0,0.0,868.0,0.0,1.0,0.0
Los Angeles Clippers,5.0,218.0,2095.0,2575.2,0.00018511060546830288,0.0
Los Angeles Unified School District,0.0,0.0,969.0,0.0,1.0,0.0
Los Banos Elementary School,5.0,1301.0,2177.0,301.0,0.36182091892703955,0.0
Los Banos High School,2.0,58.0,947.0,375.0,0.04418183187298615,0.0
Los Banos Junior High School,16.0,1895.0,2177.0,4803.5625,0.6657154742154406,0.0
Los Banos Unified School District,14.0,1609.0,1891.0,947.7557142857141,0.634428891474052,0.0
Lou Mendive Middle School,8.0,1811.0,2141.0,1318.25,0.735199180881839,0.0
Louisa May Alcott Elementary School,6.0,737.0,2067.0,673.3333333333334,0.018181127276605584,0.0
Luckiamute Charter School,2.0,770.0,2178.0,506.5,0.33871026866327103,0.0
Lynden Middle School,2.0,166.0,1113.0,105372.0,0.11016348317637831,0.0
Lynden School District 504,2.0,1134.0,1218.0,83027.0,0.8238685949351808,0.0
Lyon County School District,6.0,721.0,1652.0,3787.6666666666665,0.06083535844319214,0.0
Mabton School District 120,0.0,0.0,1689.0,0.0,1.0,0.0
Machias Elementary School,0.0,0.0,647.0,0.0,1.0,0.0
Madera County Superintendent of Schools,8.0,1156.0,2178.0,1594.0,0.06364404141766851,0.0
Madison Elementary School,0.0,0.0,2086.0,0.0,1.0,0.0
Madrona Elementary School,0.0,0.0,2038.0,0.0,1.0,0.0
Mae Richardson Elementary School,0.0,0.0,2010.0,0.0,1.0,0.0
Magnolia Elementary School,0.0,0.0,1869.0,0.0,1.0,0.0
Magnolia Public Schools,1.0,26.0,1224.0,859.0,0.12009697291172568,0.0
Major League Baseball,0.0,0.0,1148.0,0.0,1.0,0.0
Maltby Elementary School,0.0,0.0,840.0,0.0,1.0,0.0
Mamie Towles Elementary School,0.0,0.0,1708.0,0.0,1.0,0.0
Manson High School,0.0,0.0,1515.0,0.0,1.0,0.0
Maple View Middle School,1.0,113.0,1205.0,1370.0,0.23963948354515,0.0
Marcola Elementary School,0.0,0.0,1528.0,0.0,1.0,0.0
Marcola School District 79J,8.0,1666.0,1668.0,8456.25,0.9140661134293643,0.0
Margaret Mead Elem School,3.0,356.0,813.0,42163.333333333336,0.3582014447663567,0.0
Marie Cabayan Elementary,3.0,146.0,1541.0,3084.6666666666665,0.007966741808142221,0.0
Mariemont Elementary School,0.0,0.0,1878.0,0.0,1.0,0.0
Marin County Office of Education,0.0,0.0,1297.0,0.0,1.0,0.0
Marin Preparatory School,1.0,301.0,1199.0,9086.0,0.4512094080135912,0.0
Marina West Elementary,2.0,636.0,1701.0,1395.5,0.3761184822706388,0.0
Mariner High School,12.0,630.0,1829.0,1632.9583333333333,7.058356759147028e-05,0.0
Mariposa Acad-Language & Lrng,5.0,1623.0,1743.0,6548.8,0.8488352521620288,0.0
Maritime Academy of Toledo,2.0,252.0,2124.0,2917.2749999999996,0.05360605731506169,0.0
Mark Twain Elementary School,5.0,1308.0,1778.0,1445.4,0.6259430583235478,0.0
Marshall Elementary,1.0,358.0,1113.0,55463.0,0.5253684047175555,0.0
Marshall Elementary School,1.0,1027.0,1618.0,4598.0,0.7146078676113891,0.0
Marsing School District,0.0,0.0,1197.0,0.0,1.0,0.0
Marvin Moss Elementary School,1.0,100.0,1655.0,2615.0,0.1567434882690394,0.0
Marvin Picollo Spec Ed Center,1.0,431.0,1316.0,5139.0,0.5236569780882817,0.0
Mary Fay Pendleton School,0.0,0.0,1053.0,0.0,1.0,0.0
Marysville Middle School,0.0,0.0,1785.0,0.0,1.0,0.0
Marysville School District 25,76.0,2150.0,2178.0,11266.599605263156,0.9644148760185627,1.0
Marysville-Pilchuck High Sch,3.0,672.0,2103.0,1624.1866666666665,0.14257945866605748,0.0
Mason Middle School,0.0,0.0,2115.0,0.0,1.0,0.0
Mater Dei High School,0.0,0.0,84.0,0.0,1.0,0.0
Mathews Elementary School,1.0,126.0,1872.0,30.0,0.1589978205210696,0.0
Matilija Jr. High School,0.0,0.0,2054.0,0.0,1.0,0.0
Medford School District 549C,5.0,1495.0,2142.0,5991.0,0.55699268620501,0.0
Merced Elementary School,0.0,0.0,1324.0,0.0,1.0,0.0
Mercer Island School District 400,2.0,1343.0,2185.0,2398.0,0.6396487274589887,0.0
Mercey Springs Elementary School,0.0,0.0,1358.0,0.0,1.0,0.0
Meridian Park Elem School,0.0,0.0,885.0,0.0,1.0,0.0
Mesa Verde High School,0.0,0.0,2086.0,0.0,1.0,0.0
Miguel Sepulveda Elem School,6.0,1103.0,1657.0,3069.8333333333335,0.4343132667726054,0.0
Mike Inskeep Elementary,1.0,28.0,92.0,58742.31,0.7111037001358673,0.0
Millennium Kids Creative Center LLC,0.0,0.0,471.0,0.0,1.0,0.0
Milne Electric,0.0,0.0,93.0,0.0,1.0,0.0
Minter Bridge Elem School,0.0,0.0,2044.0,0.0,1.0,0.0
Miramonte Elementary,2.0,715.0,2115.0,901.5,0.31821132229925736,0.0
Mirror Lake Elementary School,0.0,0.0,93.0,0.0,1.0,0.0
Modoc Joint Unified School District,5.0,511.0,2102.0,8485.4,0.006959137150743516,0.0
Modoc Middle School,0.0,0.0,1806.0,0.0,1.0,0.0
Monroe High School,6.0,1309.0,1778.0,1559.5833333333333,0.5821242244171061,0.0
Monroe Police Department,0.0,0.0,819.0,0.0,1.0,0.0
Monroe School District 103,35.0,1994.0,2010.0,58239.76085714286,0.963173588396746,0.0
Montclair Elementary School,1.0,83.0,2165.0,78.24,0.10063614604334896,0.0
Montebello Unified School District,0.0,0.0,1297.0,0.0,1.0,0.0
Montesano Jr/Sr High School,0.0,0.0,934.0,0.0,1.0,0.0
Moorpark Unified School District,14.0,907.0,2096.0,2337.8571428571427,0.00018783997773073562,0.0
Moreno Valley Unified School District,1.0,11.0,1232.0,850.0,0.09950028091804766,0.0
Mortgage Lending Group,1.0,34.0,336.0,475.0,0.43481530834451937,0.0
Moses Lake School District 161,8.0,1527.0,1618.0,854.875,0.8711510655378644,0.0
Mound Elementary School,1.0,21.0,1984.0,595.0,0.06200676581953452,0.0
Mount Baker School District,2.0,733.0,1330.0,1185.0,0.59132835097487,0.0
Mount Rose Elementary School,5.0,1094.0,2145.0,1009.844,0.2028863284634833,0.0
Mountain Elementary School,1.0,91.0,380.0,3500.0,0.5365936924182665,0.0
Mountain Oaks School,7.0,719.0,2155.0,1744.0,0.004878726983498131,0.0
Mountain View Elementary School,2.0,479.0,1690.0,550.0,0.2519620596696247,0.0
Mountain View High School,0.0,0.0,2143.0,0.0,1.0,0.0
Mountain View Montessori,0.0,0.0,177.0,0.0,1.0,0.0
Muckleshoot Indian Tribe,14.0,1316.0,1634.0,9957.128571428571,0.4559335019084783,0.0
Mukilteo Elementary School,0.0,0.0,1092.0,0.0,1.0,0.0
Mukilteo School District 6,105.0,2110.0,2173.0,32934.36180952381,0.8291060776693557,1.0
Multicultral Child and Family Hope Center,1.0,27.0,134.0,750.0,0.642498554432045,0.0
Myrtle Point School District 41,3.0,97.0,184.0,1549.0500000000002,0.6292462520966688,0.0
NAVSUP FLC Puget Sound,0.0,0.0,1522.0,0.0,1.0,0.0
Nancy Gomes Elementary School,6.0,1658.0,2162.0,4130.666666666667,0.6370170887839017,0.0
Natchez Elementary School,1.0,266.0,1582.0,85170.0,0.32994718153584907,0.0
National School District,41.0,1897.0,2185.0,31110.508048780488,0.12611866736392272,0.0
Needles High School,2.0,514.0,2068.0,6107.0,0.19572654148377958,0.0
Needles Middle School,1.0,43.0,1597.0,1100.0,0.10400458953534043,0.0
Nell Dawson Elementary School,7.0,1046.0,2159.0,732.5714285714286,0.05730812627585482,0.0
"Nelson Electric Co., Inc.",3.0,629.0,1625.0,20410.0,0.24109141582522467,0.0
Nevada City School District,1.0,295.0,318.0,1353.0,0.8097600386410457,0.0
Newbury Park High School,1.0,3.0,1920.0,798.0,0.05068739501856428,0.0
Newport Coast Child Development,0.0,0.0,1239.0,0.0,1.0,0.0
Nick Poulakidas Elementary School,6.0,659.0,751.0,36873.458333333336,0.8097879355341954,0.0
Nome Public Schools,6.0,1813.0,1990.0,3530.8333333333335,0.8351973982829379,0.0
Norman Rockwell Elem School,3.0,1171.0,1220.0,685.0,0.8482594982334931,0.0
North Bend School District 13,2.0,1520.0,1598.0,3971.75,0.8305441454649803,0.0
North County Joint Union School District,2.0,54.0,2038.0,1696.0,0.007378262506722576,0.0
North Creek High School,0.0,0.0,1371.0,0.0,1.0,0.0
North Douglas School District 22,1.0,4.0,348.0,328.37,0.33013097557834153,0.0
North Elementary School,0.0,0.0,569.0,0.0,1.0,0.0
North Mason School District 403,4.0,963.0,2142.0,100.0,0.2038890436007415,0.0
North Star Online School,0.0,0.0,560.0,0.0,1.0,0.0
North Tapps Middle School,3.0,348.0,483.0,40792.153333333335,0.7159380849874087,0.0
North Valleys High School,15.0,1687.0,2012.0,2419.4166666666665,0.5568268251126157,0.0
North Wasco County School District 21,0.0,0.0,374.0,0.0,1.0,0.0
Northgate Elementary School,2.0,189.0,1949.0,401.0,0.040332044824570694,0.0
Northshore School District 417,61.0,2067.0,2165.0,19659.77524590164,0.7877407867509698,1.0
Northwest ESD 189,9.0,1441.0,1520.0,4892.388888888889,0.8783016965331716,0.0
Northwest School for the Hearing-Impaired Children,0.0,0.0,64.0,0.0,1.0,0.0
Nyssa Elementary School,1.0,1217.0,2066.0,677.06,0.6917234940041309,0.0
O'Brien Middle School,3.0,1988.0,2089.0,5011.0,0.844074533907083,0.0
OETC,2.0,575.0,1122.0,300996.335,0.5584692360029567,0.0
Oakland Bay Junior High School,11.0,337.0,2122.0,5768.0,8.666163849572416e-08,0.0
Oakland International High School,0.0,0.0,806.0,0.0,1.0,0.0
Oakland Unified School District,0.0,0.0,1890.0,0.0,1.0,0.0
Oakview Community Elementary School,0.0,0.0,1683.0,0.0,1.0,0.0
Odyssey Charter School,4.0,1379.0,2024.0,6110.25,0.5893431683766754,0.0
Odyssey Elementary School,1.0,15.0,1821.0,350.0,0.0642055172640129,0.0
Ojai Unified School District,2.0,50.0,2184.0,547.5,0.005860006707061126,0.0
Old Redmond Schoolhouse Community Center,2.0,448.0,526.0,12350.0,0.7979321422764367,0.0
Olympia High School,1.0,78.0,157.0,13110.0,0.7254966259078546,0.0
Olympia School District,1.0,110.0,617.0,88.2,0.4255955300357816,0.0
Olympia School District 111,2.0,1001.0,1795.0,439.565,0.5906015035287729,0.0
Olympic Continuation High School,0.0,0.0,1899.0,0.0,1.0,0.0
Olympic View Middle School,6.0,339.0,1525.0,8936.458333333334,0.0017229550408304894,0.0
Open Window School,8.0,1074.0,1228.0,1190.75,0.789756396159294,0.0
Orange Unified School District,0.0,0.0,1290.0,0.0,1.0,0.0
Orcas Island School District 137,1.0,493.0,962.0,4180.0,0.6632024753113495,0.0
Oregon College of Art and Craft,0.0,0.0,934.0,0.0,1.0,0.0
Othello School District 147,1.0,33.0,1919.0,1999.0,0.07443862877333957,0.0
Our Lady of Fatima School,3.0,393.0,507.0,6328.933333333333,0.7541038215417822,0.0
Our Lady of Guadalupe,0.0,0.0,134.0,0.0,1.0,0.0
Our Lady of Guadalupe School,0.0,0.0,1675.0,0.0,1.0,0.0
Our Lady of Lourdes,1.0,94.0,269.0,4400.0,0.6367660947977024,0.0
Our Lady of the Lake Catholic School,13.0,2023.0,2102.0,2943.496923076923,0.9021283434229513,0.0
Oxnard School District,45.0,2014.0,2185.0,19570.60111111111,0.552025113972323,0.0
Pachappa Elementary School,2.0,667.0,1934.0,2274.5,0.3311517594260346,0.0
Pacheco High School,8.0,1630.0,1955.0,1444.75,0.7132424578020269,0.0
Page Private School,0.0,0.0,1127.0,0.0,1.0,0.0
Palm Lane Charter School,2.0,21.0,94.0,17379.0,0.6126523600829048,0.0
Palm Springs USD,0.0,0.0,983.0,0.0,1.0,0.0
